"permit_number","streetname","Cross Street 1","Cross Street 2","Utility / Contractor","Permit Reason","Utility Type","Effective Date","Expiration Date","Status","cnn"
"09EXC-4396","WEST PORTAL AVE","VICENTE ST","14TH AVE","Clear Channel Outdoor","Install Newsrack","NewsRack","2009-08-15 00:00:00","2009-09-13 00:00:00","APPROVED","13578101"
"09EXC-5169","22ND ST","UTAH ST","POTRERO AVE","San Francisco Water Department","Repair Leak","Water Service","2009-08-28 00:00:00","2009-09-26 00:00:00","APPROVED","1178000"
"09EXC-4492","17TH AVE","KIRKHAM ST","LAWTON ST","Pacific Gas & Electric","Repair Leak","Gas","2009-07-28 00:00:00","2009-09-10 00:00:00","APPROVED","760000"
"09EXC-5222","JACKSON ST","PRESIDIO AVE","WALNUT ST","San Francisco Water Department","Repair Leak","Water Service","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","7412000"
"09EXC-4583","HAVELOCK ST","ARCO WAY","END","Pacific Gas & Electric","Install New Pole","Electric","2009-08-17 00:00:00","2009-09-30 00:00:00","APPROVED","6780000"
"09EXC-3483","GIRARD ST","SILLIMAN ST","FELTON ST","Pacific Gas & Electric","Relocate Service","Gas","2009-08-03 00:00:00","2009-09-16 00:00:00","APPROVED","6196000"
"09EXC-4685","FREDERICK ST","BELVEDERE ST","COLE ST","San Francisco Water Department","Cut-Off Service","Water Service","2009-08-07 00:00:00","2009-09-05 00:00:00","APPROVED","5851000"
"09EXC-3807","25TH AVE","LAWTON ST","MORAGA ST","Pacific Gas & Electric","Replace Service","Gas","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","1385000"
"09EXC-5154","TERRACE DR","SANTA CLARA AVE","TERRACE WALK","San Francisco Water Department","Install New Service","Water Service","2009-08-28 00:00:00","2009-09-26 00:00:00","APPROVED","12528000"
"09EXC-4725","09TH ST","JESSIE ST","MISSION ST","Pacific Gas & Electric","Install New Main","Electric","2009-08-24 00:00:00","2009-09-13 00:00:00","APPROVED","447000"
"09EXC-4725","09TH ST","MISSION ST","","Pacific Gas & Electric","Install New Main","Electric","2009-08-24 00:00:00","2009-09-13 00:00:00","APPROVED","24313000"
"09EXC-4725","MISSION ST","09TH ST","","Pacific Gas & Electric","Install New Main","Electric","2009-08-24 00:00:00","2009-09-13 00:00:00","APPROVED","24313000"
"09EXC-4725","MISSION ST","LASKIE ST","09TH ST","Pacific Gas & Electric","Install New Main","Electric","2009-08-24 00:00:00","2009-09-13 00:00:00","APPROVED","9104000"
"09EXC-5081","ROOSEVELT WAY","15TH ST \ PARK HILL AVE","FAIRBANKS ST \ MUSEUM WAY","Pacific Gas & Electric","Repair Leak","Gas","2009-08-22 00:00:00","2009-10-05 00:00:00","APPROVED","11142000"
"09EXC-4872","07TH ST","BRYANT ST","BRANNAN ST","SBC - Pacific Bell Engineering","Raise / Adjust Casting","Telephone","2009-08-17 00:00:00","2009-09-15 00:00:00","APPROVED","375000"
"09EXC-4314","17TH ST","ABBEY ST","CHURCH ST","Pacific Gas & Electric","Replace Main","Electric","2009-08-03 00:00:00","2009-09-16 00:00:00","APPROVED","804000"
"09EXC-4364","MIDCREST WAY","PANORAMA DR","CITYVIEW WAY","Pacific Gas & Electric","Repair Leak","Gas","2009-07-23 00:00:00","2009-09-05 00:00:00","APPROVED","9004000"
"09EXC-4898","GRANT AVE","BUSH ST","PINE ST","Pacific Gas & Electric","Spot Paving","Gas","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","6389000"
"09EXC-5286","CALIFORNIA ST","GOUGH ST","OCTAVIA ST","San Francisco Water Department","Install New Service","Water Service","2009-09-04 00:00:00","2009-10-03 00:00:00","APPROVED","3552000"
"09EXC-5123","21ST AVE","CALIFORNIA ST","CLEMENT ST","San Francisco Water Department","Install New Fire Service","Water Service","2009-08-27 00:00:00","2009-09-25 00:00:00","APPROVED","1073000"
"09EXC-5273","OAKWOOD ST","18TH ST","19TH ST","San Francisco Water Department","Install New Service","Water Service","2009-09-08 00:00:00","2009-10-07 00:00:00","APPROVED","9803000"
"09EXC-5268","NEWCOMB AVE","NEWHALL ST","PHELPS ST","San Francisco Water Department","Repair Leak","Water Service","2009-09-08 00:00:00","2009-10-07 00:00:00","APPROVED","9554000"
"09EXC-4612","COLERIDGE ST","FAIR AVE","","San Francisco Water Department","Repair Main","Water Service","2009-08-07 00:00:00","2009-09-05 00:00:00","APPROVED","21321000"
"09EXC-4612","FAIR AVE","COLERIDGE ST","","San Francisco Water Department","Repair Main","Water Service","2009-08-07 00:00:00","2009-09-05 00:00:00","APPROVED","21321000"
"09EXC-5242","07TH AVE","ANZA ST","BALBOA ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-28 00:00:00","2009-10-11 00:00:00","APPROVED","354000"
"09EXC-4913","POLK ST","CALIFORNIA ST","SACRAMENTO ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10570000"
"09EXC-4913","POLK ST","PINE ST","CALIFORNIA ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10569000"
"09EXC-4913","POLK ST","AUSTIN ST \ FRANK NORRIS ST","PINE ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10568000"
"09EXC-4913","POLK ST","BUSH ST","AUSTIN ST \ FRANK NORRIS ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10567000"
"09EXC-4913","POLK ST","FERN ST","BUSH ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10566000"
"09EXC-4913","POLK ST","SUTTER ST","FERN ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10565000"
"09EXC-4913","POLK ST","HEMLOCK ST","SUTTER ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10564000"
"09EXC-4913","POLK ST","POST ST","HEMLOCK ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10563000"
"09EXC-4913","POLK ST","GEARY ST","CEDAR ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10561000"
"09EXC-4913","POLK ST","ALICE B TOKLAS PL \ MYRTLE ST","GEARY ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10560000"
"09EXC-4913","POLK ST","OFARRELL ST","ALICE B TOKLAS PL \ MYRTLE ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10559000"
"09EXC-4913","HEMLOCK ST","POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25201000"
"09EXC-4913","POLK ST","HEMLOCK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25201000"
"09EXC-4913","AUSTIN ST","FRANK NORRIS ST \ POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25211000"
"09EXC-4913","FRANK NORRIS ST","AUSTIN ST \ POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25211000"
"09EXC-4913","POLK ST","AUSTIN ST \ FRANK NORRIS ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25211000"
"09EXC-4913","FRANK NORRIS ST","LARKIN ST","AUSTIN ST \ POLK ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","5790000"
"09EXC-4913","AUSTIN ST","FRANK NORRIS ST \ POLK ST","VAN NESS AVE","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","5791000"
"09EXC-4913","FERN ST","POLK ST","VAN NESS AVE","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","5483000"
"09EXC-4913","HEMLOCK ST","LARKIN ST","POLK ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","6875000"
"09EXC-4913","FERN ST","LARKIN ST","POLK ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","5482000"
"09EXC-4913","CEDAR ST","LARKIN ST","POLK ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","3855000"
"09EXC-4913","CEDAR ST","POLK ST","VAN NESS AVE","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","3856000"
"09EXC-4913","POLK ST","CEDAR ST","POST ST","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","10562000"
"09EXC-4913","PINE ST","POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25222000"
"09EXC-4913","POLK ST","PINE ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25222000"
"09EXC-4913","POLK ST","SACRAMENTO ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25301000"
"09EXC-4913","SACRAMENTO ST","POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25301000"
"09EXC-4913","SUTTER ST","POLK ST","VAN NESS AVE","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","12330000"
"09EXC-4913","POLK ST","SUTTER ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25208000"
"09EXC-4913","SUTTER ST","POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25208000"
"09EXC-4913","OFARRELL ST","POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25179000"
"09EXC-4913","POLK ST","OFARRELL ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25179000"
"09EXC-4913","FERN ST","POLK ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25209000"
"09EXC-4913","POLK ST","FERN ST","","Ghilotti Bros. Construction","Landscaping","Electric:Landscaping:Street Light","2009-08-13 00:00:00","2009-10-01 00:00:00","APPROVED","25209000"
"09EXC-4986","MONTGOMERY ST","SUTTER ST","BUSH ST","NRG Energy Center SF","Repair Manhole","Steam","2009-08-22 00:00:00","2009-09-20 00:00:00","APPROVED","9298000"
"09EXC-4828","38TH AVE","SANTIAGO ST","TARAVAL ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-10 00:00:00","2009-09-23 00:00:00","APPROVED","1859000"
"09EXC-5097","YORK ST","22ND ST","23RD ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","13771000"
"09EXC-4060","HOLLADAY AVE","YORK ST","RUTLEDGE ST","Pacific Gas & Electric","Install New Service","Gas","2009-07-27 00:00:00","2009-09-09 00:00:00","APPROVED","6944000"
"09EXC-4661","16TH ST","DE HARO ST","","Phoenix Electric Company","Install New Curb Ramp","Curb Ramp","2009-08-12 00:00:00","2009-09-10 00:00:00","APPROVED","23754000"
"09EXC-4661","DE HARO ST","16TH ST","","Phoenix Electric Company","Install New Curb Ramp","Curb Ramp","2009-08-12 00:00:00","2009-09-10 00:00:00","APPROVED","23754000"
"09EXC-4532","SILVER AVE","GOETTINGEN ST","BRUSSELS ST","Pacific Gas & Electric","Replace Service","Gas","2009-08-24 00:00:00","2009-10-07 00:00:00","APPROVED","11921000"
"09EXC-5093","IVY ST","OCTAVIA ST","LAGUNA ST","J. Flores Construction Co.","Replace Main","Sewer","2009-08-24 00:00:00","2009-09-06 00:00:00","APPROVED","7351000"
"09EXC-5013","34TH AVE","CLEMENT ST \ LEGION OF HONOR DR","GEARY BLVD","SBC - Pacific Bell Engineering","Install New Cabinet","Telephone","2009-08-27 00:00:00","2009-09-25 00:00:00","APPROVED","1741000"
"09EXC-5013","GEARY BLVD","33RD AVE","34TH AVE","SBC - Pacific Bell Engineering","Install New Cabinet","Telephone","2009-08-27 00:00:00","2009-09-25 00:00:00","APPROVED","6090201"
"09EXC-4698","22ND ST","NOE ST","","San Francisco Water Department","Repair Main","Water Service","2009-08-10 00:00:00","2009-09-08 00:00:00","APPROVED","25747000"
"09EXC-4698","NOE ST","22ND ST","","San Francisco Water Department","Repair Main","Water Service","2009-08-10 00:00:00","2009-09-08 00:00:00","APPROVED","25747000"
"09EXC-4698","22ND ST","NOE ST","CASTRO ST","San Francisco Water Department","Repair Main","Water Service","2009-08-10 00:00:00","2009-09-08 00:00:00","APPROVED","1204000"
"09EXC-5111","EVERGLADE DR","CONSTANSO WAY \ SLOAT BLVD","EMERALD LN","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","5348000"
"09EXC-5111","EMERALD LN","EVERGLADE DR","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","33505000"
"09EXC-5111","EVERGLADE DR","EMERALD LN","","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","33505000"
"09EXC-5111","EVERGLADE DR","EMERALD LN","OCEAN AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","5349000"
"09EXC-5084","MUSEUM WAY","FAIRBANKS ST \ ROOSEVELT WAY","END","Pacific Gas & Electric","Repair Leak","Gas","2009-08-22 00:00:00","2009-10-05 00:00:00","APPROVED","9463000"
"09EXC-3994","16TH ST","HOFF ST","","Pacific Gas & Electric","Raise / Adjust Casting","Gas","2009-07-20 00:00:00","2009-09-02 00:00:00","APPROVED","24175000"
"09EXC-3994","HOFF ST","16TH ST","","Pacific Gas & Electric","Raise / Adjust Casting","Gas","2009-07-20 00:00:00","2009-09-02 00:00:00","APPROVED","24175000"
"09EXC-5174","BUSH ST","HYDE ST","","SBC - Pacific Bell Engineering","Repair Main","Telephone","2009-08-31 00:00:00","2009-09-29 00:00:00","APPROVED","25174000"
"09EXC-5174","HYDE ST","BUSH ST","","SBC - Pacific Bell Engineering","Repair Main","Telephone","2009-08-31 00:00:00","2009-09-29 00:00:00","APPROVED","25174000"
"09EXC-5172","STEINER ST","JACKSON ST","PACIFIC AVE","San Francisco Water Department","Repair Main","Water Service","2009-08-28 00:00:00","2009-09-25 00:00:00","APPROVED","12145000"
"09EXC-5153","MCALLISTER ST","WILLARD NORTH ST","ARGUELLO BLVD","Pacific Gas & Electric","Repair Leak","Gas","2009-08-25 00:00:00","2009-10-08 00:00:00","APPROVED","8912000"
"09EXC-4180","ELMIRA ST","END","AUGUSTA ST","Pacific Gas & Electric","Replace Service","Gas","2009-07-20 00:00:00","2009-09-02 00:00:00","APPROVED","5211000"
"09EXC-4558","SAN BRUNO AVE","FELTON ST","BURROWS ST","San Francisco Water Department","Install New Fire Service","Water Service","2009-08-05 00:00:00","2009-09-03 00:00:00","APPROVED","11376000"
"09EXC-5223","ELIZABETH ST","DIAMOND ST","DOUGLASS ST","San Francisco Water Department","Repair Main","Water Service","2009-09-01 00:00:00","2009-09-30 00:00:00","APPROVED","5149000"
"09EXC-5105","LINCOLN WAY","26TH AVE","27TH AVE","LC General Engineering & Construction","Repair Sidewalk","Street / Roadway","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","8364101"
"09EXC-5105","27TH AVE","LINCOLN WAY","IRVING ST","LC General Engineering & Construction","Repair Sidewalk","Street / Roadway","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","1551000"
"09EXC-5170","BOCANA ST","CORTLAND AVE","ELLERT ST","Bureau of Urban Forestry","Repair Sidewalk","Sidewalk/Curb","2009-08-28 00:00:00","2009-09-06 00:00:00","APPROVED","3006000"
"09EXC-5059","FELL ST","BRODERICK ST","BAKER ST","Bureau of Urban Forestry","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-09-02 00:00:00","APPROVED","5452000"
"09EXC-5060","18TH AVE","ULLOA ST","VICENTE ST","Bureau of Urban Forestry","Replace Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-09-02 00:00:00","APPROVED","847000"
"09EXC-4642","WALLER ST","CLAYTON ST","BELVEDERE ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-03 00:00:00","2009-09-16 00:00:00","APPROVED","13377000"
"09EXC-4561","ORTEGA ST","10TH AVE","11TH AVE","Pacific Gas & Electric","Repair Leak","Gas","2009-07-30 00:00:00","2009-09-12 00:00:00","APPROVED","9999000"
"09EXC-5087","OAKDALE AVE","03RD ST","NEWHALL ST","SBC - Pacific Bell Engineering","Install New Service","Telephone","2009-08-24 00:00:00","2009-09-22 00:00:00","APPROVED","9788000"
"09EXC-4413","WEST PORTAL AVE","ULLOA ST","VICENTE ST","Clear Channel Outdoor","Install Newsrack","NewsRack","2009-08-15 00:00:00","2009-09-13 00:00:00","APPROVED","13577201"
"09EXC-4805","29TH AVE","ULLOA ST","VICENTE ST","San Francisco Water Department","Repair Main","Water Service","2009-08-12 00:00:00","2009-09-10 00:00:00","APPROVED","1627000"
"09EXC-4960","CLEARFIELD DR","MORNINGSIDE DR","OCEAN AVE","Bureau of Street & Sewer Repair","Install Anchor","Street / Roadway","2009-08-20 00:00:00","2009-09-18 00:00:00","APPROVED","4145000"
"09EXC-4960","CLEARFIELD DR","OCEAN AVE","EUCALYPTUS DR","Bureau of Street & Sewer Repair","Install Anchor","Street / Roadway","2009-08-20 00:00:00","2009-09-18 00:00:00","APPROVED","4146000"
"09EXC-4960","CLEARFIELD DR","EUCALYPTUS DR","GELLERT DR","Bureau of Street & Sewer Repair","Install Anchor","Street / Roadway","2009-08-20 00:00:00","2009-09-18 00:00:00","APPROVED","4147000"
"09EXC-3730","SKYVIEW WAY","OLYMPIA WAY","MARVIEW WAY","Pacific Gas & Electric","Replace Service","Gas","2009-07-27 00:00:00","2009-09-09 00:00:00","APPROVED","11948000"
"09EXC-4867","STAPLES AVE","CIRCULAR AVE","DETROIT ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-12 00:00:00","2009-09-25 00:00:00","APPROVED","12103000"
"09EXC-4867","CIRCULAR AVE","STAPLES AVE","","Pacific Gas & Electric","Repair Leak","Gas","2009-08-12 00:00:00","2009-09-25 00:00:00","APPROVED","33604000"
"09EXC-4867","STAPLES AVE","CIRCULAR AVE","","Pacific Gas & Electric","Repair Leak","Gas","2009-08-12 00:00:00","2009-09-25 00:00:00","APPROVED","33604000"
"09EXC-5109","PALOU AVE","INGALLS ST","JENNINGS ST","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","10219000"
"09EXC-5109","INGALLS ST","PALOU AVE","QUESADA AVE","LC General Engineering & Construction","Repair Sidewalk","Sidewalk/Curb","2009-08-24 00:00:00","2009-10-10 00:00:00","APPROVED","7225000"
"09EXC-4710","10TH AVE","ORTEGA ST","PACHECO ST","Pacific Gas & Electric","Repair Leak","Gas","2009-08-10 00:00:00","2009-09-08 00:00:00","APPROVED","477000"
"09EXC-4382","OAK ST","BAKER ST","LYON ST","Pacific Gas & Electric","Repair Leak","Gas","2009-07-23 00:00:00","2009-09-05 00:00:00","APPROVED","9763000"
"09EXC-5195","MIRAMAR AVE","NORTHWOOD DR","MONTEREY BLVD \ PLYMOUTH AVE","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","9079101"
"09EXC-5195","MIRAMAR AVE","MONTEREY BLVD \ PLYMOUTH AVE","","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","22650000"
"09EXC-5195","MONTEREY BLVD","MIRAMAR AVE \ PLYMOUTH AVE","","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","22650000"
"09EXC-5195","PLYMOUTH AVE","MIRAMAR AVE \ MONTEREY BLVD","","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","22650000"
"09EXC-5195","COLON AVE","MONTECITO AVE","MONTEREY BLVD","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","4279000"
"09EXC-5195","VALDEZ AVE","MONTECITO AVE","MONTEREY BLVD","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","13048000"
"09EXC-5195","HAZELWOOD AVE","MONTECITO AVE","MONTEREY BLVD","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","6840000"
"09EXC-5195","VALDEZ AVE","GREENWOOD AVE","MONTECITO AVE","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","13047000"
"09EXC-5195","HAZELWOOD AVE","JUDSON AVE","GREENWOOD AVE","Pacific Gas & Electric","Replace Main","Gas","2009-08-29 00:00:00","2009-09-27 00:00:00","APPROVED","6836000"
